feature,value,position,modification
event_mean,88.52,2,1
event_stdv,1.355,2,1
event_length,0.00232,2,1
event_mean,120.0905,-2,1
event_stdv,5.007124,-2,1
event_length,0.015935,-2,1
event_mean,125.07,-1,1
event_stdv,6.112,-1,1
event_length,0.01195,-1,1
event_mean,108.7,0,1
event_stdv,9.133,0,1
event_length,0.00498,0,1
event_mean,91.30444,1,1
event_stdv,2.305,1,1
event_length,0.009037,1,1
event_mean,86.21095,2,1
event_stdv,1.241476,2,1
event_length,0.003688,2,1
event_mean,117.62619,-2,1
event_stdv,5.014333,-2,1
event_length,0.007986,-2,1
event_mean,122.61049,-1,1
event_stdv,6.110049,-1,1
event_length,0.01028,-1,1
event_mean,97.947365,0,1
event_stdv,2.252322,0,1
event_length,0.007897,0,1
event_mean,94.55428,1,1
event_stdv,1.701929,1,1
event_length,0.007279,1,1
event_mean,92.0,2,1
event_stdv,1.77,2,1
event_length,0.0083,2,1
event_mean,121.062584,-2,1
event_stdv,5.038968,-2,1
event_length,0.010894,-2,1
event_mean,123.99,-1,1
event_stdv,5.212,-1,1
event_length,0.00963,-1,1
event_mean,98.56,0,1
event_stdv,4.05,0,1
event_length,0.00266,0,1
event_mean,91.55,1,1
event_stdv,2.266,1,1
event_length,0.00564,1,1
event_mean,94.6,2,1
event_stdv,1.656,2,1
event_length,0.00232,2,1
event_mean,120.49,-2,1
event_stdv,6.565,-2,1
event_length,0.01262,-2,1
event_mean,120.57903,-1,1
event_stdv,5.868641,-1,1
event_length,0.013758,-1,1
event_mean,99.55675,0,1
event_stdv,3.264175,0,1
event_length,0.006126,0,1
event_mean,97.1,1,1
event_stdv,2.786,1,1
event_length,0.00398,1,1
event_mean,89.8,2,1
event_stdv,1.916,2,1
event_length,0.00963,2,1
event_mean,120.585,-2,1
event_stdv,4.56675,-2,1
event_length,0.007467,-2,1
event_mean,125.14409,-1,1
event_stdv,5.269634,-1,1
event_length,0.0089,-1,1
event_mean,100.26554,0,1
event_stdv,2.604446,0,1
event_length,0.010113,0,1
event_mean,94.99036,1,1
event_stdv,1.690036,1,1
event_length,0.004858,1,1
event_mean,90.15,2,1
event_stdv,2.42,2,1
event_length,0.00764,2,1
event_mean,122.95,-2,1
event_stdv,5.414,-2,1
event_length,0.00598,-2,1
event_mean,120.80627,-1,1
event_stdv,6.44106,-1,1
event_length,0.005555,-1,1
event_mean,99.864716,0,1
event_stdv,2.871358,0,1
event_length,0.004478,0,1
event_mean,96.609215,1,1
event_stdv,2.186451,1,1
event_length,0.006324,1,1
event_mean,92.76,2,1
event_stdv,2.033,2,1
event_length,0.00266,2,1
event_mean,116.39523,-2,1
event_stdv,8.73878,-2,1
event_length,0.015745,-2,1
event_mean,118.44659,-1,1
event_stdv,9.627565,-1,1
event_length,0.012856,-1,1
event_mean,98.85,0,1
event_stdv,2.328,0,1
event_length,0.00232,0,1
event_mean,94.35,1,1
event_stdv,1.584,1,1
event_length,0.01361,1,1
event_mean,90.18,2,1
event_stdv,0.792,2,1
event_length,0.00332,2,1
event_mean,122.67,-2,1
event_stdv,4.894,-2,1
event_length,0.01793,-2,1
event_mean,128.22,-1,1
event_stdv,4.374,-1,1
event_length,0.01195,-1,1
event_mean,98.46714,0,1
event_stdv,2.492143,0,1
event_length,0.028218,0,1
event_mean,92.28,1,1
event_stdv,1.068,1,1
event_length,0.00266,1,1
event_mean,90.98,2,1
event_stdv,0.899,2,1
event_length,0.00432,2,1
event_mean,120.87,-2,1
event_stdv,3.832,-2,1
event_length,0.00598,-2,1
event_mean,126.18216,-1,1
event_stdv,2.847297,-1,1
event_length,0.016244,-1,1
event_mean,109.9,0,1
event_stdv,7.793,0,1
event_length,0.01029,0,1
event_mean,93.47,1,1
event_stdv,2.682,1,1
event_length,0.01394,1,1
event_mean,88.108574,2,1
event_stdv,1.647571,2,1
event_length,0.003493,2,1
event_mean,116.23,-2,1
event_stdv,5.006,-2,1
event_length,0.00697,-2,1
event_mean,92.41,2,1
event_stdv,2.683,2,1
event_length,0.01627,2,1
event_mean,117.41,-2,1
event_stdv,4.696,-2,1
event_length,0.00498,-2,1
event_mean,113.1706,-1,1
event_stdv,7.94566,-1,1
event_length,0.006603,-1,1
event_mean,107.98398,0,1
event_stdv,6.928966,0,1
event_length,0.006306,0,1
event_mean,95.08,1,1
event_stdv,4.06,1,1
event_length,0.00199,1,1
event_mean,88.79,2,1
event_stdv,1.782,2,1
event_length,0.00365,2,1
event_mean,121.74,-1,1
event_stdv,5.312,-1,1
event_length,0.02191,-1,1
event_mean,100.68,0,1
event_stdv,3.649,0,1
event_length,0.00963,0,1
event_mean,90.51,1,1
event_stdv,2.402,1,1
event_length,0.01594,1,1
event_mean,91.85,2,1
event_stdv,1.368,2,1
event_length,0.00432,2,1
event_mean,117.13415,-2,1
event_stdv,5.667024,-2,1
event_length,0.005449,-2,1
event_mean,123.96148,-1,1
event_stdv,6.77363,-1,1
event_length,0.00418,-1,1
event_mean,102.576,0,1
event_stdv,2.750543,0,1
event_length,0.005815,0,1
event_mean,95.38,1,1
event_stdv,2.735,1,1
event_length,0.00564,1,1
event_mean,89.4,2,1
event_stdv,1.848,2,1
event_length,0.00664,2,1
event_mean,116.51428,-2,1
event_stdv,5.708571,-2,1
event_length,0.010054,-2,1
event_mean,119.77966,-1,1
event_stdv,7.536475,-1,1
event_length,0.007255,-1,1
event_mean,99.53,0,1
event_stdv,3.19,0,1
event_length,0.00631,0,1
event_mean,91.494286,1,1
event_stdv,1.729571,1,1
event_length,0.00474,1,1
event_mean,87.71,2,1
event_stdv,1.358,2,1
event_length,0.00564,2,1
event_mean,120.25,-2,1
event_stdv,4.891,-2,1
event_length,0.02556,-2,1
event_mean,126.19,-1,1
event_stdv,5.909,-1,1
event_length,0.01793,-1,1
event_mean,100.4,0,1
event_stdv,1.937,0,1
event_length,0.00664,0,1
event_mean,87.12,1,1
event_stdv,1.061,1,1
event_length,0.00232,1,1
event_mean,91.81,2,1
event_stdv,1.259,2,1
event_length,0.00266,2,1
event_mean,115.66,-2,1
event_stdv,5.758,-2,1
event_length,0.00498,-2,1
event_mean,123.699066,-1,1
event_stdv,4.874347,-1,1
event_length,0.008815,-1,1
event_mean,100.72,0,1
event_stdv,3.103,0,1
event_length,0.00332,0,1
event_mean,92.088104,1,1
event_stdv,2.663324,1,1
event_length,0.007436,1,1
event_mean,87.81,2,1
event_stdv,0.96,2,1
event_length,0.00232,2,1
event_mean,121.37,-2,1
event_stdv,5.616,-2,1
event_length,0.01859,-2,1
event_mean,123.7992,-1,1
event_stdv,6.72904,-1,1
event_length,0.007886,-1,1
event_mean,99.64,0,1
event_stdv,3.226,0,1
event_length,0.00963,0,1
event_mean,90.75,1,1
event_stdv,2.637,1,1
event_length,0.00498,1,1
event_mean,91.48,2,1
event_stdv,1.848,2,1
event_length,0.00996,2,1
event_mean,122.41,-2,1
event_stdv,5.653,-2,1
event_length,0.03386,-2,1
event_mean,119.3605,-1,1
event_stdv,6.1785,-1,1
event_length,0.00362,-1,1
event_mean,100.81,0,1
event_stdv,3.069,0,1
event_length,0.00564,0,1
event_mean,93.92959,1,1
event_stdv,2.395644,1,1
event_length,0.006835,1,1
event_mean,87.58162,2,1
event_stdv,1.522,2,1
event_length,0.003184,2,1
event_mean,120.658714,-2,1
event_stdv,4.896709,-2,1
event_length,0.014241,-2,1
event_mean,120.83618,-1,1
event_stdv,7.051454,-1,1
event_length,0.010755,-1,1
event_mean,100.96412,0,1
event_stdv,2.427706,0,1
event_length,0.006602,0,1
event_mean,92.26,1,1
event_stdv,1.529,1,1
event_length,0.00697,1,1
event_mean,90.2,2,1
event_stdv,2.099,2,1
event_length,0.00365,2,1
event_mean,119.7,-2,1
event_stdv,5.577,-2,1
event_length,0.00797,-2,1
event_mean,121.6661,-1,1
event_stdv,5.858661,-1,1
event_length,0.011862,-1,1
event_mean,99.93,0,1
event_stdv,3.051,0,1
event_length,0.00432,0,1
event_mean,93.72,1,1
event_stdv,1.607,1,1
event_length,0.00332,1,1
event_mean,89.65875,2,1
event_stdv,1.861175,2,1
event_length,0.006656,2,1
event_mean,102.01,0,1
event_stdv,2.145,0,1
event_length,0.00863,0,1
event_mean,96.22,1,1
event_stdv,3.36,1,1
event_length,0.01328,1,1
event_mean,89.11,2,1
event_stdv,2.738,2,1
event_length,0.00432,2,1
event_mean,122.17,-2,1
event_stdv,4.44,-2,1
event_length,0.0156,-2,1
event_mean,123.67418,-1,1
event_stdv,4.851109,-1,1
event_length,0.007999,-1,1
event_mean,101.31,0,1
event_stdv,2.267,0,1
event_length,0.00332,0,1
event_mean,93.74,1,1
event_stdv,2.02,1,1
event_length,0.01162,1,1
event_mean,91.24,2,1
event_stdv,2.672,2,1
event_length,0.00697,2,1
event_mean,121.44,-2,1
event_stdv,4.014,-2,1
event_length,0.00266,-2,1
event_mean,124.84,-1,1
event_stdv,7.008,-1,1
event_length,0.02756,-1,1
event_mean,102.8,0,1
event_stdv,3.355,0,1
event_length,0.00266,0,1
event_mean,87.85,2,1
event_stdv,1.205,2,1
event_length,0.01295,2,1
event_mean,117.94805,-2,1
event_stdv,6.099951,-2,1
event_length,0.016806,-2,1
event_mean,119.63,-1,1
event_stdv,8.968,-1,1
event_length,0.00631,-1,1
event_mean,97.60771,0,1
event_stdv,4.090343,0,1
event_length,0.00752,0,1
event_mean,95.32,1,1
event_stdv,3.963,1,1
event_length,0.0093,1,1
event_mean,87.78075,2,1
event_stdv,1.817567,2,1
event_length,0.005366,2,1
event_mean,121.57923,-2,1
event_stdv,5.341538,-2,1
event_length,0.011898,-2,1
event_mean,125.059746,-1,1
event_stdv,3.962975,-1,1
event_length,0.015907,-1,1
event_mean,97.36,0,1
event_stdv,3.822,0,1
event_length,0.00664,0,1
event_mean,89.6,1,1
event_stdv,1.669,1,1
event_length,0.00631,1,1
event_mean,91.13,2,1
event_stdv,2.026,2,1
event_length,0.00797,2,1
event_mean,116.46,-2,1
event_stdv,4.589,-2,1
event_length,0.00332,-2,1
event_mean,124.20209,-1,1
event_stdv,4.861045,-1,1
event_length,0.008169,-1,1
event_mean,105.7,0,1
event_stdv,3.426,0,1
event_length,0.00432,0,1
event_mean,96.63,1,1
event_stdv,2.812,1,1
event_length,0.00797,1,1
event_mean,88.58,2,1
event_stdv,2.249,2,1
event_length,0.00498,2,1
event_mean,120.83191,-2,1
event_stdv,4.644663,-2,1
event_length,0.02315,-2,1
event_mean,121.732,-1,1
event_stdv,6.2186,-1,1
event_length,0.004475,-1,1
event_mean,97.42,0,1
event_stdv,2.524,0,1
event_length,0.00365,0,1
event_mean,89.13,1,1
event_stdv,1.918,1,1
event_length,0.00232,1,1
event_mean,86.34128,2,1
event_stdv,1.534277,2,1
event_length,0.004584,2,1
event_mean,117.53,-2,1
event_stdv,4.556437,-2,1
event_length,0.005398,-2,1
event_mean,119.75948,-1,1
event_stdv,5.529156,-1,1
event_length,0.006307,-1,1
event_mean,100.19,0,1
event_stdv,4.246,0,1
event_length,0.0176,0,1
event_mean,95.754776,1,1
event_stdv,2.649507,1,1
event_length,0.017074,1,1
event_mean,93.35,2,1
event_stdv,1.64,2,1
event_length,0.01527,2,1
event_mean,116.81,-2,1
event_stdv,5.094,-2,1
event_length,0.00531,-2,1
event_mean,122.93024,-1,1
event_stdv,6.21375,-1,1
event_length,0.015379,-1,1
event_mean,101.65,0,1
event_stdv,4.363,0,1
event_length,0.00266,0,1
event_mean,93.39,1,1
event_stdv,3.173,1,1
event_length,0.00664,1,1
event_mean,87.17226,2,1
event_stdv,1.503516,2,1
event_length,0.004141,2,1
event_mean,120.19,-2,1
event_stdv,5.307,-2,1
event_length,0.01826,-2,1
event_mean,119.658775,-1,1
event_stdv,4.134578,-1,1
event_length,0.006712,-1,1
event_mean,100.00092,0,1
event_stdv,2.305,0,1
event_length,0.008596,0,1
event_mean,95.04,1,1
event_stdv,1.512,1,1
event_length,0.00299,1,1
event_mean,88.520386,2,1
event_stdv,1.789596,2,1
event_length,0.003741,2,1
event_mean,112.86125,-2,1
event_stdv,5.629196,-2,1
event_length,0.007314,-2,1
event_mean,116.51027,-1,1
event_stdv,4.559,-1,1
event_length,0.003184,-1,1
event_mean,96.81,0,1
event_stdv,2.739,0,1
event_length,0.00398,0,1
event_mean,88.59,1,1
event_stdv,1.956,1,1
event_length,0.00432,1,1
event_mean,88.97429,2,1
event_stdv,1.604057,2,1
event_length,0.00752,2,1
event_mean,121.05,-2,1
event_stdv,4.865,-2,1
event_length,0.02689,-2,1
event_mean,122.84838,-1,1
event_stdv,5.112404,-1,1
event_length,0.020423,-1,1
event_mean,103.58,0,1
event_stdv,3.477,0,1
event_length,0.00398,0,1
event_mean,92.94,1,1
event_stdv,2.367,1,1
event_length,0.00664,1,1
event_mean,91.97,2,1
event_stdv,1.242,2,1
event_length,0.00232,2,1
event_mean,117.66182,-2,1
event_stdv,5.457461,-2,1
event_length,0.011369,-2,1
event_mean,121.82317,-1,1
event_stdv,5.096886,-1,1
event_length,0.023202,-1,1
event_mean,99.5,0,1
event_stdv,3.172,0,1
event_length,0.00332,0,1
event_mean,91.48017,1,1
event_stdv,2.067877,1,1
event_length,0.004232,1,1
event_mean,88.38,2,1
event_stdv,2.085,2,1
event_length,0.00232,2,1
event_mean,116.719604,-2,1
event_stdv,7.354263,-2,1
event_length,0.006106,-2,1
event_mean,120.4,-1,1
event_stdv,9.103,-1,1
event_length,0.01062,-1,1
event_mean,101.4,0,1
event_stdv,4.566,0,1
event_length,0.00398,0,1
event_mean,93.093956,1,1
event_stdv,2.276465,1,1
event_length,0.006214,1,1
event_mean,88.21,2,1
event_stdv,2.675,2,1
event_length,0.00764,2,1
event_mean,122.01,-2,1
event_stdv,6.257,-2,1
event_length,0.0166,-2,1
event_mean,123.76892,-1,1
event_stdv,6.730843,-1,1
event_length,0.004291,-1,1
event_mean,99.71,0,1
event_stdv,4.159,0,1
event_length,0.00465,0,1
event_mean,94.75213,1,1
event_stdv,2.145426,1,1
event_length,0.008397,1,1
event_mean,87.88263,2,1
event_stdv,4.666895,2,1
event_length,0.00659,2,1
event_mean,121.18613,-2,1
event_stdv,6.148903,-2,1
event_length,0.013391,-2,1
event_mean,123.120605,-1,1
event_stdv,5.466864,-1,1
event_length,0.00814,-1,1
event_mean,97.05151,0,1
event_stdv,3.284909,0,1
event_length,0.007292,0,1
event_mean,92.071724,1,1
event_stdv,2.178621,1,1
event_length,0.013764,1,1
event_mean,88.76,2,1
event_stdv,1.448,2,1
event_length,0.0156,2,1
event_mean,116.53871,-2,1
event_stdv,7.21671,-2,1
event_length,0.005579,-2,1
event_mean,121.733116,-1,1
event_stdv,6.289721,-1,1
event_length,0.010584,-1,1
event_mean,98.39,0,1
event_stdv,3.045,0,1
event_length,0.00398,0,1
event_mean,90.81623,1,1
event_stdv,2.038508,1,1
event_length,0.011816,1,1
event_mean,89.48,2,1
event_stdv,2.633,2,1
event_length,0.00465,2,1
event_mean,119.78091,-2,1
event_stdv,6.414712,-2,1
event_length,0.010111,-2,1
event_mean,118.86,-1,1
event_stdv,9.763,-1,1
event_length,0.0093,-1,1
event_mean,100.47861,0,1
event_stdv,3.497721,0,1
event_length,0.006368,0,1
event_mean,97.725296,1,1
event_stdv,2.837235,1,1
event_length,0.002908,1,1
event_mean,89.71,2,1
event_stdv,2.084,2,1
event_length,0.01926,2,1
event_mean,116.911575,-2,1
event_stdv,4.951736,-2,1
event_length,0.01535,-2,1
event_mean,122.04,-1,1
event_stdv,5.918,-1,1
event_length,0.01228,-1,1
event_mean,98.331535,0,1
event_stdv,3.216179,0,1
event_length,0.008725,0,1
event_mean,92.9768,1,1
event_stdv,3.37074,1,1
event_length,0.00673,1,1
event_mean,88.630974,2,1
event_stdv,1.305972,2,1
event_length,0.005144,2,1
event_mean,118.44018,-2,1
event_stdv,4.590421,-2,1
event_length,0.00561,-2,1
event_mean,120.30658,-1,1
event_stdv,6.668152,-1,1
event_length,0.014802,-1,1
event_mean,101.76556,0,1
event_stdv,2.305111,0,1
event_length,0.003027,0,1
event_mean,94.33,1,1
event_stdv,4.055,1,1
event_length,0.00598,1,1
event_mean,93.13,2,1
event_stdv,3.135,2,1
event_length,0.00531,2,1
event_mean,116.70289,-2,1
event_stdv,4.93375,-2,1
event_length,0.007378,-2,1
event_mean,120.541664,-1,1
event_stdv,6.275471,-1,1
event_length,0.010742,-1,1
event_mean,98.63,0,1
event_stdv,3.225,0,1
event_length,0.01096,0,1
event_mean,88.66,1,1
event_stdv,2.119,1,1
event_length,0.00332,1,1
event_mean,95.43,2,1
event_stdv,2.789,2,1
event_length,0.01029,2,1
event_mean,121.27,-2,1
event_stdv,5.139,-2,1
event_length,0.0093,-2,1
event_mean,122.02246,-1,1
event_stdv,7.153426,-1,1
event_length,0.011831,-1,1
event_mean,101.87,0,1
event_stdv,1.301,0,1
event_length,0.00266,0,1
event_mean,92.16167,1,1
event_stdv,2.123591,1,1
event_length,0.004596,1,1
event_mean,88.66,2,1
event_stdv,1.205,2,1
event_length,0.00299,2,1
event_mean,90.41,-2,0
event_stdv,6.763,-2,0
event_length,0.01394,-2,0
event_mean,123.66294,-1,0
event_stdv,5.337132,-1,0
event_length,0.005772,-1,0
event_mean,105.21,0,0
event_stdv,2.857,0,0
event_length,0.0093,0,0
event_mean,94.8706,1,0
event_stdv,1.67728,1,0
event_length,0.006628,1,0
event_mean,99.90387,-2,0
event_stdv,5.252387,-2,0
event_length,0.005193,-2,0
event_mean,124.6,-1,0
event_stdv,6.022,-1,0
event_length,0.00697,-1,0
event_mean,100.50263,0,0
event_stdv,1.919789,0,0
event_length,0.007162,0,0
event_mean,95.1538,1,0
event_stdv,2.42034,1,0
event_length,0.018445,1,0
event_mean,91.01,2,0
event_stdv,2.123,2,0
event_length,0.00432,2,0
event_mean,104.58,-2,0
event_stdv,2.497,-2,0
event_length,0.00896,-2,0
event_mean,121.55547,-1,0
event_stdv,7.604742,-1,0
event_length,0.012793,-1,0
event_mean,101.38475,0,0
event_stdv,2.50855,0,0
event_length,0.004664,0,0
event_mean,96.09,1,0
event_stdv,1.44,1,0
event_length,0.00498,1,0
event_mean,90.74,2,0
event_stdv,1.108,2,0
event_length,0.00299,2,0
event_mean,98.14964,-2,0
event_stdv,4.695964,-2,0
event_length,0.004674,-2,0
event_mean,114.12294,-1,0
event_stdv,3.689441,-1,0
event_length,0.006349,-1,0
event_mean,100.75317,0,0
event_stdv,2.54935,0,0
event_length,0.008731,0,0
event_mean,93.32857,1,0
event_stdv,1.738857,1,0
event_length,0.008251,1,0
event_mean,86.61,2,0
event_stdv,1.625,2,0
event_length,0.00863,2,0
event_mean,103.54,-2,0
event_stdv,2.981,-2,0
event_length,0.00664,-2,0
event_mean,126.72,-1,0
event_stdv,3.919,-1,0
event_length,0.00266,-1,0
event_mean,100.776,0,0
event_stdv,1.304333,0,0
event_length,0.008372,0,0
event_mean,97.36,1,0
event_stdv,0.937,1,0
event_length,0.00232,1,0
event_mean,99.01437,-2,0
event_stdv,5.535781,-2,0
event_length,0.006332,-2,0
event_mean,120.492775,-1,0
event_stdv,7.367333,-1,0
event_length,0.006796,-1,0
event_mean,102.450165,0,0
event_stdv,2.097344,0,0
event_length,0.010912,0,0
event_mean,92.97207,1,0
event_stdv,1.783621,1,0
event_length,0.004821,1,0
event_mean,87.55,2,0
event_stdv,2.745,2,0
event_length,0.00332,2,0
event_mean,105.42361,-2,0
event_stdv,4.853656,-2,0
event_length,0.008064,-2,0
event_mean,126.06014,-1,0
event_stdv,4.438471,-1,0
event_length,0.005264,-1,0
event_mean,99.82586,0,0
event_stdv,1.609638,0,0
event_length,0.004566,0,0
event_mean,96.59243,1,0
event_stdv,1.43677,1,0
event_length,0.003821,1,0
event_mean,87.25388,2,0
event_stdv,3.714481,2,0
event_length,0.01994,2,0
event_mean,107.04632,-2,0
event_stdv,1.712895,-2,0
event_length,0.003368,-2,0
event_mean,121.06,-1,0
event_stdv,9.074,-1,0
event_length,0.00764,-1,0
event_mean,102.36421,0,0
event_stdv,2.564281,0,0
event_length,0.007669,0,0
event_mean,92.77915,1,0
event_stdv,2.822356,1,0
event_length,0.009007,1,0
event_mean,90.61,2,0
event_stdv,4.834,2,0
event_length,0.01195,2,0
event_mean,100.07,-2,0
event_stdv,8.24,-2,0
event_length,0.00531,-2,0
event_mean,122.50166,-1,0
event_stdv,7.449556,-1,0
event_length,0.007155,-1,0
event_mean,104.12,0,0
event_stdv,2.529,0,0
event_length,0.00398,0,0
event_mean,94.99,1,0
event_stdv,2.288,1,0
event_length,0.01162,1,0
event_mean,90.17,2,0
event_stdv,1.636,2,0
event_length,0.00365,2,0
event_mean,99.564445,-2,0
event_stdv,3.311222,-2,0
event_length,0.003027,-2,0
event_mean,115.96722,-1,0
event_stdv,8.43859,-1,0
event_length,0.007809,-1,0
event_mean,100.56561,0,0
event_stdv,2.244732,0,0
event_length,0.011554,0,0
event_mean,90.69351,1,0
event_stdv,2.138405,1,0
event_length,0.005627,1,0
event_mean,88.37,2,0
event_stdv,3.55,2,0
event_length,0.00232,2,0
event_mean,101.92174,-2,0
event_stdv,5.104391,-2,0
event_length,0.004173,-2,0
event_mean,125.56888,-1,0
event_stdv,8.442757,-1,0
event_length,0.016711,-1,0
event_mean,104.71,0,0
event_stdv,2.736,0,0
event_length,0.0073,0,0
event_mean,98.56,1,0
event_stdv,1.815,1,0
event_length,0.01162,1,0
event_mean,94.66,2,0
event_stdv,5.567,2,0
event_length,0.00996,2,0
event_mean,96.48,-2,0
event_stdv,12.206,-2,0
event_length,0.01328,-2,0
event_mean,125.41424,-1,0
event_stdv,5.908356,-1,0
event_length,0.008315,-1,0
event_mean,105.39429,0,0
event_stdv,1.211536,0,0
event_length,0.003911,0,0
event_mean,100.57,1,0
event_stdv,0.847,1,0
event_length,0.00498,1,0
event_mean,86.73,2,0
event_stdv,2.499,2,0
event_length,0.00232,2,0
event_mean,105.58,-2,0
event_stdv,3.322,-2,0
event_length,0.00697,-2,0
event_mean,124.775,-1,0
event_stdv,7.1885,-1,0
event_length,0.00299,-1,0
event_mean,99.82,0,0
event_stdv,1.443375,0,0
event_length,0.004234,0,0
event_mean,92.73152,1,0
event_stdv,3.532356,1,0
event_length,0.008806,1,0
event_mean,80.85,2,0
event_stdv,2.762,2,0
event_length,0.00863,2,0
event_mean,104.21,-2,0
event_stdv,4.027,-2,0
event_length,0.00332,-2,0
event_mean,117.10643,-1,0
event_stdv,6.008,-1,0
event_length,0.005243,-1,0
event_mean,98.42339,0,0
event_stdv,1.156525,0,0
event_length,0.004088,0,0
event_mean,97.135,1,0
event_stdv,3.723053,1,0
event_length,0.003529,1,0
event_mean,82.1759,2,0
event_stdv,2.682082,2,0
event_length,0.005957,2,0
event_mean,107.14067,-2,0
event_stdv,3.699033,-2,0
event_length,0.009508,-2,0
event_mean,123.71,-1,0
event_stdv,7.622,-1,0
event_length,0.00531,-1,0
event_mean,99.69,0,0
event_stdv,3.198,0,0
event_length,0.00232,0,0
event_mean,94.96944,1,0
event_stdv,1.190887,1,0
event_length,0.003937,1,0
event_mean,89.23,2,0
event_stdv,1.352,2,0
event_length,0.00398,2,0
event_mean,102.71048,-2,0
event_stdv,4.225143,-2,0
event_length,0.003571,-2,0
event_mean,124.59,-1,0
event_stdv,8.446,-1,0
event_length,0.00631,-1,0
event_mean,101.4449,0,0
event_stdv,1.471196,0,0
event_length,0.007718,0,0
event_mean,95.03,1,0
event_stdv,1.169,1,0
event_length,0.00598,1,0
event_mean,87.53,2,0
event_stdv,4.445,2,0
event_length,0.00797,2,0
event_mean,105.13,-2,0
event_stdv,3.325,-2,0
event_length,0.00398,-2,0
event_mean,122.66,-1,0
event_stdv,7.072,-1,0
event_length,0.00531,-1,0
event_mean,102.56,0,0
event_stdv,2.598,0,0
event_length,0.00531,0,0
event_mean,94.12428,1,0
event_stdv,1.694909,1,0
event_length,0.008385,1,0
event_mean,89.93,2,0
event_stdv,1.944,2,0
event_length,0.00232,2,0
event_mean,102.1,-2,0
event_stdv,3.694,-2,0
event_length,0.0093,-2,0
event_mean,122.699425,-1,0
event_stdv,8.498712,-1,0
event_length,0.005248,-1,0
event_mean,103.12,0,0
event_stdv,2.586667,0,0
event_length,0.00885,0,0
event_mean,95.19,1,0
event_stdv,1.634,1,0
event_length,0.00465,1,0
event_mean,85.69,2,0
event_stdv,2.081,2,0
event_length,0.01029,2,0
event_mean,102.19554,-2,0
event_stdv,3.925077,-2,0
event_length,0.009753,-2,0
